ENTITETI;LIGA;UTAKMICA;EKIPA;PN1;PN2;VN1;VN2;IN1;IN2;BD;TN;VZA;IU
2413;EURO;ROM-OLI;Olimpija;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;0;11;P&R;POBJEDA
2414;EURO;ROM-OLI;Virtus Roma;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;13;OA;PORAZ
2415;EURO;ROM-OLI;Olimpija;OL;OL-UL;ON;ON;POZ;POZ-IOP-2/2;0;1;OA;POBJEDA
2416;EURO;ROM-OLI;Virtus Roma;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;11;BOT;PORAZ
2417;EURO;ROM-OLI;Olimpija;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;5;20;OA;POBJEDA
2418;EURO;ROM-OLI;Virtus Roma;OL;OL-UL;PN;PN-CC;POZ;POZ-US2;1;22;P&R;PORAZ
2419;EURO;ROM-OLI;Olimpija;UL;UL-BL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;3;14;LEPK;POBJEDA
2420;EURO;ROM-OLI;Olimpija;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-IOP-2/2;1;5;BOT;POBJEDA
2421;EURO;ROM-OLI;Virtus Roma;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;3;16;BOT;PORAZ
2422;EURO;ROM-OLI;Virtus Roma;OL;OL-SN-SI;ON;ON;NEG;NEG-IPL-LS;1;5;OA;PORAZ
2423;EURO;ROM-OLI;Olimpija;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;7;22;OT;POBJEDA
2424;EURO;ROM-OLI;Virtus Roma;UL;UL-CL-PO;ON;ON;NEU;NEU-IOP-NN;2;4;OA;PORAZ
2425;EURO;ROM-OLI;Virtus Roma;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;1;11;LIPK;PORAZ
2426;EURO;ROM-OLI;Olimpija;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-2/2;2;19;LIPK;POBJEDA
2427;EURO;ROM-OLI;Virtus Roma;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS2-ZNC;2;5;BOT;PORAZ
2428;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-PL;PN;PN-CC;NEG;NEG-NS2-IPL;7;20;P&R;PORAZ
2429;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;3;16;LIPK;POBJEDA
2430;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LI;3;13;OA;PORAZ
2431;EURO;UNI-LIT;Unicaja;OL;OL-UL;TN;TN-S;NEU;NEU-NS2-ZPL;1;5;TRA;POBJEDA
2432;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;ON;ON;NEU;NEU-NS3-ZPL;1;3;OA;POBJEDA
2433;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-NS3-IPL;4;14;OT;POBJEDA
2434;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;6;15;P&R;PORAZ
2435;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;2;11;OA;POBJEDA
2436;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;ON;ON;NEG;NEG-NS3-IPL;1;2;OT;POBJEDA
2437;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PO;ON;ON;POZ;POZ-IOP-1/2-ZN-IPL;2;11;OA;PORAZ
2438;EURO;UNI-LIT;Unicaja;OL;OL-SO-SL;PN;PN-CC;POZ;POZ-US2;3;15;P&R;POBJEDA
2439;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;5;10;P&R;PORAZ
2440;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;3;8;P&R;PORAZ
2441;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
2442;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;5;16;OA;POBJEDA
2443;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;3;7;P&R;POBJEDA
2444;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;7;14;OT;PORAZ
2445;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PN;ON;ON;NEU;NEU-IOP-NN;5;6;OA;PORAZ
2446;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;5;13;LIPK;PORAZ
2447;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-P;NEG;NEG-NS2-IPL;3;7;TRA;POBJEDA
2448;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US3;3;8;BOT;PORAZ
2449;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US3;6;13;OT;PORAZ
2450;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;13;LIPK;POBJEDA
2451;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SL;PN;PN-CC;NEU;NEU-NS2-ZPL;2;17;P&R;PORAZ
2452;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
2453;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;4;17;UR;POBJEDA
2454;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;1;5;BOT;POBJEDA
2455;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;12;OT;PORAZ
2456;EURO;UNI-LIT;Unicaja;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-IPL-LS;4;14;OA;POBJEDA
2457;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;7;18;P&R;PORAZ
2458;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;4;10;OA;POBJEDA
2459;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;ON;ON;POZ;POZ-US2;2;3;OT;POBJEDA
2460;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;16;OT;PORAZ
2461;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;14;LIPK;POBJEDA
2462;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;7;P&R;PORAZ
2463;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;4;14;OT;POBJEDA
2464;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;11;P&R;PORAZ
2465;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;3;13;BIBL;POBJEDA
2466;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;15;OT;PORAZ
2467;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US3;2;5;TRA;POBJEDA
2468;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;6;16;OA;PORAZ
2469;EURO;UNI-LIT;Unicaja;OL;OL-UL;TN;TN-S;NEU;NEU-NS3-ZPL;1;5;TRA;POBJEDA
2470;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-IPL-LS;3;14;OA;POBJEDA
2471;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;5;12;BOT;PORAZ
2472;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IOP-0/2-IPL;4;17;OA;POBJEDA
2473;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-IPL-LI;3;15;OA;PORAZ
2474;EURO;UNI-LIT;Unicaja;OL;OL-UL;ON;ON;NEG;NEG-NS3-ZNC;0;4;OA;POBJEDA
2475;EURO;UNI-LIT;Unicaja;UL;UL-BL-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;7;20;P&R;POBJEDA
2476;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;1;7;LIPK;POBJEDA
2477;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US2;3;8;OT;POBJEDA
2478;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;11;P&R;PORAZ
2479;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US3;2;9;BIBL;POBJEDA
2480;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;9;OA;PORAZ
2481;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-OPN;2;8;LIPK;PORAZ
2482;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;12;OT;POBJEDA
2483;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;5;14;P&R;PORAZ
2484;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;ON;ON;NEU;NEU-NS3-ZPL;3;10;OA;POBJEDA
2485;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US2;3;11;LEPK;POBJEDA
2486;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2-US-SL;4;8;P&R;PORAZ
2487;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;6;21;OT;POBJEDA
2488;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;5;19;BIBL;PORAZ
2489;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-P;NEG;NEG-IOP-0/2-IPL;1;2;TRA;POBJEDA
2490;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SL;PN;PN-CC;POZ;POZ-US2;3;17;P&R;PORAZ
2491;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;2;7;BOT;POBJEDA
2492;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;20;OT;PORAZ
2493;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;3;10;OA;POBJEDA
2494;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;4;12;BIBL;PORAZ
2495;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;2;13;OA;POBJEDA
2496;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LS;1;4;OA;PORAZ
2497;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;3;10;OT;POBJEDA
2498;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;5;15;OT;PORAZ
2499;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;6;21;LIPK;POBJEDA
2500;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;TN;TN-S;POZ;POZ-IOP-2/2;2;7;TRA;PORAZ
2501;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;22;OT;POBJEDA
2502;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;4;17;OT;PORAZ
2503;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;1;9;LIPK;POBJEDA
2504;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;5;22;OT;PORAZ
2505;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;NEU;NEU-NS2-ZPL;0;1;SSN;PORAZ
2506;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
2507;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IOP-0/2-IPL;4;17;LIPK;POBJEDA
2508;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SL;TN;TN-R;POZ;POZ-US2;2;7;P&R;PORAZ
2509;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;5;18;OT;POBJEDA
2510;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;4;8;P&R;PORAZ
2511;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;18;OT;POBJEDA
2512;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;5;15;P&R;PORAZ
2513;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US2-NE-SL-ZPL;5;12;P&R;PORAZ
2514;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SL;ON;ON;POZ;POZ-US2;0;2;SSN;PORAZ
2515;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-OPN;3;11;OT;POBJEDA
2516;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;20;BOT;PORAZ
2517;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-P;POZ;POZ-IOP-1/2-ZU;2;7;TRA;POBJEDA
2518;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;9;LIPK;PORAZ
2519;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-SI;PN;PN-CC;NEU;NEU-IOP-NN;5;15;OA;PORAZ
2520;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;3;10;P&P;PORAZ
2521;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;ON;ON;NEU;NEU-IOP-NN;1;3;OA;POBJEDA
2522;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;ON;ON;NEG;NEG-IPL-LI;1;2;OA;POBJEDA
2523;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-UL;PN;PN-CC;NEG;NEG-IPL-LI;6;13;OT;PORAZ
2524;EURO;UNI-LIT;Unicaja;OL;OL-UL;ON;ON;NEU;NEU-IOP-NN;0;2;OA;POBJEDA
2525;EURO;UNI-LIT;Unicaja;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2;5;12;LEPK;POBJEDA
2526;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;4;13;LIPK;PORAZ
2527;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;10;BIBL;POBJEDA
2528;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;17;P&R;PORAZ
2529;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US3;1;6;TRA;POBJEDA
2530;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-ZO;POZ;POZ-IOP-2/2;5;21;LIPK;PORAZ
2531;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;2;14;BIBL;POBJEDA
2532;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;POBJEDA
2533;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;6;19;P&R;PORAZ
2534;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;3;13;P&R;POBJEDA
2535;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;TN;TN-P;NEG;NEG-NS2-IPL;2;5;TRA;PORAZ
2536;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;3;13;LEPK;POBJEDA
2537;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS2-ZPL;2;16;OT;PORAZ
2538;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;NEG;NEG-OPN;0;1;OA;PORAZ
2539;EURO;UNI-LIT;Unicaja;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;6;17;OT;POBJEDA
2540;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SL;PN;PN-CC;POZ;POZ-US3;6;13;BOT;PORAZ
2541;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;ON;ON;POZ;POZ-IOP-1/2-ZU;3;7;OA;POBJEDA
2542;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;11;P&R;PORAZ
2543;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-P;NEU;NEU-NS3-ZPL;1;4;TRA;POBJEDA
2544;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-OPN;4;16;P&R;POBJEDA
2545;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;4;19;BOT;PORAZ
2546;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;3;17;LIPK;POBJEDA
2547;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;ON;ON;NEG;NEG-IPL-LI;0;3;OA;POBJEDA
2548;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-UL;PN;PN-CC;POZ;POZ-US2;1;16;P&R;PORAZ
2549;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;6;22;OT;POBJEDA
2550;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-UL;PN;PN-CC;NEU;NEU-NS2-ZPL;2;15;OT;PORAZ
2551;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;NEU;NEU-NS2-ZPL;0;1;SSN;PORAZ
2552;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-2/2;0;1;SSN;PORAZ
2553;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;16;OT;POBJEDA
2554;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;17;P&R;PORAZ
2555;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;3;12;P&R;POBJEDA
2556;EURO;UNI-LIT;Unicaja;OL;OL-ISB;ON;ON;POZ;POZ-IOP-1/2-ZN-IPL;0;0;OA;POBJEDA
2557;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SL;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;8;15;P&R;PORAZ
2558;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;4;13;BOT;POBJEDA
2559;EURO;UNI-LIT;Unicaja;OL;OL-ISB;ON;ON;POZ;POZ-IOP-2/2;0;0;OA;POBJEDA
2560;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;5;11;P&R;PORAZ
2561;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;24;BOT;POBJEDA
2562;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;4;12;P&R;PORAZ
2563;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-ZNC;1;21;P&R;POBJEDA
2564;EURO;UNI-LIT;Unicaja;UL;UL-BL-SI;PN;PN-CC;POZ;POZ-US2;3;12;BIBL;POBJEDA
2565;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;15;UR;PORAZ
2566;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-2/2;4;11;P&R;POBJEDA
2567;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;4;10;LIPK;PORAZ
2568;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;4;19;OT;POBJEDA
2569;EURO;UNI-LIT;Unicaja;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;POBJEDA
2570;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;6;17;P&R;PORAZ
2571;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PN;ON;ON;NEG;NEG-NS2-IPL;2;2;BOT;PORAZ
2572;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;2;6;TRA;POBJEDA
2573;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;5;16;BOT;PORAZ
2574;EURO;UNI-LIT;Unicaja;OL;OL-SO-SL;PN;PN-CC;POZ;POZ-US2-US-SL;4;12;OT;POBJEDA
2575;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;17;LIPK;PORAZ
2576;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-R;NEU;NEU-IOP-NN;2;9;P&R;POBJEDA
2577;EURO;UNI-LIT;Unicaja;UL;UL-CL-PN;ON;ON;NEG;NEG-NS2-IPL;1;3;BIBL;POBJEDA
2578;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;6;23;OT;PORAZ
2579;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;2;15;BIBL;POBJEDA
2580;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;PN;PN-CC;NEU;NEU-OS-NN;2;10;P&R;POBJEDA
2581;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-IOP-2/2;4;9;P&R;POBJEDA
2582;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;2;11;P&R;PORAZ
2583;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SN-SI;ON;ON;NEG;NEG-NS2-IPL;3;21;LIPK;PORAZ
2584;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;3;7;TRA;POBJEDA
2585;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;6;17;BOT;PORAZ
2586;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PN;ON;ON;NEG;NEG-NS2-IPL;1;4;OA;PORAZ
2587;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US3;2;8;TRA;POBJEDA
2588;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;6;18;BOT;PORAZ
2589;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;3;13;LIPK;POBJEDA
2590;EURO;UNI-LIT;Lietuvos Rytas;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;7;18;P&R;PORAZ
2591;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;16;OT;POBJEDA
2592;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;4;12;OT;PORAZ
2593;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;18;LEPK;POBJEDA
2594;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;14;P&P;PORAZ
2595;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;1;12;P&R;POBJEDA
2596;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;2;12;OT;PORAZ
2597;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;4;19;OT;POBJEDA
2598;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;5;13;LIPK;PORAZ
2599;EURO;UNI-LIT;Unicaja;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;4;24;LEPK;POBJEDA
2600;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;14;OT;PORAZ
2601;EURO;UNI-LIT;Unicaja;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;2;17;P&R;POBJEDA
2602;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;2;15;P&P;PORAZ
2603;EURO;UNI-LIT;Unicaja;OL;OL-SO-SL;ON;ON;POZ;POZ-IOP-2/2;0;3;OA;POBJEDA
